category,german,english,image_url,image_local
German Vegetables Flashcards,der Geburtstagsk- uchen,the birthday cake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f382.svg,images/German Vegetables Flashcards/1f382.svg
German Vegetables Flashcards,der Glückskeks,the fortune cookie,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f960.svg,images/German Vegetables Flashcards/1f960.svg
German Vegetables Flashcards,die grüne Paprikaschote,the green pepper,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad1.svg,images/German Vegetables Flashcards/1fad1.svg
German Vegetables Flashcards,grüner Tee,green tea,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f375.svg,images/German Vegetables Flashcards/1f375.svg
German Vegetables Flashcards,die Gurke,the cucumber,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f952.svg,images/German Vegetables Flashcards/1f952.svg
German Vegetables Flashcards,der Hamburger,the hamburger,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f354.svg,images/German Vegetables Flashcards/1f354.svg
German Vegetables Flashcards,der Honig,the honey,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36f.svg,images/German Vegetables Flashcards/1f36f.svg
German Vegetables Flashcards,der Hotdog,the hot dog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f32d.svg,images/German Vegetables Flashcards/1f32d.svg
German Vegetables Flashcards,das Huhn,the chicken,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f357.svg,images/German Vegetables Flashcards/1f357.svg
German Vegetables Flashcards,der Kaffee,the coffee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/2615.svg,images/German Vegetables Flashcards/2615.svg
German Vegetables Flashcards,Kakigori,Kakigori,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f367.svg,images/German Vegetables Flashcards/1f367.svg
German Vegetables Flashcards,die Kartoffel,the potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f954.svg,images/German Vegetables Flashcards/1f954.svg
German Vegetables Flashcards,die Kastanie,the chestnut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f330.svg,images/German Vegetables Flashcards/1f330.svg
German Vegetables Flashcards,der Kebab,the kebab,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f959.svg,images/German Vegetables Flashcards/1f959.svg
German Vegetables Flashcards,der Keks,the cookie,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36a.svg,images/German Vegetables Flashcards/1f36a.svg
German Vegetables Flashcards,die Kirschen,the cherries,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f352.svg,images/German Vegetables Flashcards/1f352.svg
German Vegetables Flashcards,die Kiwi,the kiwi,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95d.svg,images/German Vegetables Flashcards/1f95d.svg
German Vegetables Flashcards,der Kloß,the dumpling,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95f.svg,images/German Vegetables Flashcards/1f95f.svg
German Vegetables Flashcards,der Knoblauch,the garlic,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c4.svg,images/German Vegetables Flashcards/1f9c4.svg
German Vegetables Flashcards,die Kokosnuss,the coconut,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f965.svg,images/German Vegetables Flashcards/1f965.svg
German Vegetables Flashcards,der Kuchen,the cake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f370.svg,images/German Vegetables Flashcards/1f370.svg
German Vegetables Flashcards,der Käse,the cheese,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c0.svg,images/German Vegetables Flashcards/1f9c0.svg
German Vegetables Flashcards,der Lutscher,the lollipop,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36d.svg,images/German Vegetables Flashcards/1f36d.svg
German Vegetables Flashcards,der Maiskolben,the corn cob,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f33d.svg,images/German Vegetables Flashcards/1f33d.svg
German Vegetables Flashcards,die Mango,the mango,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96d.svg,images/German Vegetables Flashcards/1f96d.svg
German Vegetables Flashcards,der Mate-Tee,the mate tea,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c9.svg,images/German Vegetables Flashcards/1f9c9.svg
German Vegetables Flashcards,die Milch,the milk,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95b.svg,images/German Vegetables Flashcards/1f95b.svg
German Vegetables Flashcards,der Mondkuchen,the mooncake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96e.svg,images/German Vegetables Flashcards/1f96e.svg
German Vegetables Flashcards,die Möhre,the carrot,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f955.svg,images/German Vegetables Flashcards/1f955.svg
German Vegetables Flashcards,die Nudeln,the noodles,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35c.svg,images/German Vegetables Flashcards/1f35c.svg
German Vegetables Flashcards,Oden,Odes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f362.svg,images/German Vegetables Flashcards/1f362.svg
German Vegetables Flashcards,die Oliven,the olives,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad2.svg,images/German Vegetables Flashcards/1fad2.svg
German Vegetables Flashcards,die Orange,the orange,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34a.svg,images/German Vegetables Flashcards/1f34a.svg
German Vegetables Flashcards,die Pfannkuchen,the pancakes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f95e.svg,images/German Vegetables Flashcards/1f95e.svg
German Vegetables Flashcards,der Pfirsich,the peach,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f351.svg,images/German Vegetables Flashcards/1f351.svg
German Vegetables Flashcards,der Pilz,the mushroom,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f344.svg,images/German Vegetables Flashcards/1f344.svg
German Vegetables Flashcards,die Pizza,the pizza,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f355.svg,images/German Vegetables Flashcards/1f355.svg
German Vegetables Flashcards,die Pommes,the fries,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35f.svg,images/German Vegetables Flashcards/1f35f.svg
German Vegetables Flashcards,das Popcorn,the popcorn,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f37f.svg,images/German Vegetables Flashcards/1f37f.svg
German Vegetables Flashcards,der Reis,the rice,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35a.svg,images/German Vegetables Flashcards/1f35a.svg
German Vegetables Flashcards,das Reisbällchen,the rice ball,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f359.svg,images/German Vegetables Flashcards/1f359.svg
German Vegetables Flashcards,der Reiscracker,the rice cracker,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f358.svg,images/German Vegetables Flashcards/1f358.svg
German Vegetables Flashcards,der Saft,the juice,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c3.svg,images/German Vegetables Flashcards/1f9c3.svg
German Vegetables Flashcards,der Salat,the salad,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f957.svg,images/German Vegetables Flashcards/1f957.svg
German Vegetables Flashcards,der Salat,the salad,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96c.svg,images/German Vegetables Flashcards/1f96c.svg
German Vegetables Flashcards,das Salz,the salt,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c2.svg,images/German Vegetables Flashcards/1f9c2.svg
German Vegetables Flashcards,das Sandwich,the sandwich,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f96a.svg,images/German Vegetables Flashcards/1f96a.svg
German Vegetables Flashcards,die Schokolade,the chocolate,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f36b.svg,images/German Vegetables Flashcards/1f36b.svg
German Vegetables Flashcards,Spaghetti,spaghetti,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f35d.svg,images/German Vegetables Flashcards/1f35d.svg
German Vegetables Flashcards,der Speck,the bacon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f953.svg,images/German Vegetables Flashcards/1f953.svg
German Vegetables Flashcards,das Spiegelei,the fried egg,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f373.svg,images/German Vegetables Flashcards/1f373.svg
German Vegetables Flashcards,das Steak,the steak,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f969.svg,images/German Vegetables Flashcards/1f969.svg
German Vegetables Flashcards,das Sushi,the sushi,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f363.svg,images/German Vegetables Flashcards/1f363.svg
German Vegetables Flashcards,die Süßkartoffel,the sweet potato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f360.svg,images/German Vegetables Flashcards/1f360.svg
German Vegetables Flashcards,der Taco,the taco,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f32e.svg,images/German Vegetables Flashcards/1f32e.svg
German Vegetables Flashcards,die Tamale,the tamales,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fad4.svg,images/German Vegetables Flashcards/1fad4.svg
German Vegetables Flashcards,die Tomate,the tomato,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f345.svg,images/German Vegetables Flashcards/1f345.svg
German Vegetables Flashcards,die Trauben,the grapes,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f347.svg,images/German Vegetables Flashcards/1f347.svg
German Vegetables Flashcards,die Waffel,the waffle,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c7.svg,images/German Vegetables Flashcards/1f9c7.svg
German Vegetables Flashcards,das Wasser,the water,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f964.svg,images/German Vegetables Flashcards/1f964.svg
German Vegetables Flashcards,die Wassermelone,the watermelon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f349.svg,images/German Vegetables Flashcards/1f349.svg
German Vegetables Flashcards,die Zitrone,the lemon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f34b.svg,images/German Vegetables Flashcards/1f34b.svg
German Vegetables Flashcards,die Zwiebel,the onion,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9c5.svg,images/German Vegetables Flashcards/1f9c5.svg
German Farm Animals Flashcards,der Affe,the monkey,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f435.svg,images/German Farm Animals Flashcards/1f435.svg
German Farm Animals Flashcards,die Ameise,the ant,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41c.svg,images/German Farm Animals Flashcards/1f41c.svg
German Farm Animals Flashcards,der Biber,the beaver,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ab.svg,images/German Farm Animals Flashcards/1f9ab.svg
German Farm Animals Flashcards,die Biene,the bee,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41d.svg,images/German Farm Animals Flashcards/1f41d.svg
German Farm Animals Flashcards,der Bison,the bison,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ac.svg,images/German Farm Animals Flashcards/1f9ac.svg
German Farm Animals Flashcards,der Bär,the bear,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43b.svg,images/German Farm Animals Flashcards/1f43b.svg
German Farm Animals Flashcards,der Dachs,the badger,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a1.svg,images/German Farm Animals Flashcards/1f9a1.svg
German Farm Animals Flashcards,der Delphin,the dolphin,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42c.svg,images/German Farm Animals Flashcards/1f42c.svg
German Farm Animals Flashcards,der Dodo,the dodo,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a4.svg,images/German Farm Animals Flashcards/1f9a4.svg
German Farm Animals Flashcards,der Drache,the dragon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f409.svg,images/German Farm Animals Flashcards/1f409.svg
German Farm Animals Flashcards,das Eichhörnchen,the squirrel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43f.svg,images/German Farm Animals Flashcards/1f43f.svg
German Farm Animals Flashcards,die Eidechse,the lizard,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98e.svg,images/German Farm Animals Flashcards/1f98e.svg
German Farm Animals Flashcards,das Einhorn,the unicorn,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f984.svg,images/German Farm Animals Flashcards/1f984.svg
German Farm Animals Flashcards,der Eisbär,the polar bear,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43b-200d-2744-fe0f.svg,images/German Farm Animals Flashcards/1f43b-200d-2744-fe0f.svg
German Farm Animals Flashcards,der Elefant,the elephant,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f418.svg,images/German Farm Animals Flashcards/1f418.svg
German Farm Animals Flashcards,die Ente,the duck,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f986.svg,images/German Farm Animals Flashcards/1f986.svg
German Farm Animals Flashcards,die Eule,the owl,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f989.svg,images/German Farm Animals Flashcards/1f989.svg
German Farm Animals Flashcards,das Faultier,the sloth,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a5.svg,images/German Farm Animals Flashcards/1f9a5.svg
German Farm Animals Flashcards,der Fisch,the fish,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f420.svg,images/German Farm Animals Flashcards/1f420.svg
German Farm Animals Flashcards,der Flamingo,the flamingo,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a9.svg,images/German Farm Animals Flashcards/1f9a9.svg
German Farm Animals Flashcards,die Fledermaus,the bat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f987.svg,images/German Farm Animals Flashcards/1f987.svg
German Farm Animals Flashcards,die Fliege,the fly,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fab0.svg,images/German Farm Animals Flashcards/1fab0.svg
German Farm Animals Flashcards,der Frosch,the frog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f438.svg,images/German Farm Animals Flashcards/1f438.svg
German Farm Animals Flashcards,der Fuchs,the fox,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98a.svg,images/German Farm Animals Flashcards/1f98a.svg
German Farm Animals Flashcards,die Garnele,the shrimp,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f990.svg,images/German Farm Animals Flashcards/1f990.svg
German Farm Animals Flashcards,die Giraffe,the giraffe,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f992.svg,images/German Farm Animals Flashcards/1f992.svg
German Farm Animals Flashcards,der Gorilla,the gorilla,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98d.svg,images/German Farm Animals Flashcards/1f98d.svg
German Farm Animals Flashcards,die Grille,the cricket,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f997.svg,images/German Farm Animals Flashcards/1f997.svg
German Farm Animals Flashcards,der Hai,the shark,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f988.svg,images/German Farm Animals Flashcards/1f988.svg
German Farm Animals Flashcards,der Hamster,the hamster,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f439.svg,images/German Farm Animals Flashcards/1f439.svg
German Farm Animals Flashcards,der Hase,the rabbit,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f430.svg,images/German Farm Animals Flashcards/1f430.svg
German Farm Animals Flashcards,der Hirsch,the deer,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98c.svg,images/German Farm Animals Flashcards/1f98c.svg
German Farm Animals Flashcards,das Huhn,the chicken,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f413.svg,images/German Farm Animals Flashcards/1f413.svg
German Farm Animals Flashcards,der Hummer,the lobster,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99e.svg,images/German Farm Animals Flashcards/1f99e.svg
German Farm Animals Flashcards,der Hund,the dog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f436.svg,images/German Farm Animals Flashcards/1f436.svg
German Farm Animals Flashcards,der Igel,the hedgehog,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f994.svg,images/German Farm Animals Flashcards/1f994.svg
German Farm Animals Flashcards,der Kalmar,the squid,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f991.svg,images/German Farm Animals Flashcards/1f991.svg
German Farm Animals Flashcards,das Kamel,the camel,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42b.svg,images/German Farm Animals Flashcards/1f42b.svg
German Farm Animals Flashcards,die Katze,the cat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f408.svg,images/German Farm Animals Flashcards/1f408.svg
German Farm Animals Flashcards,der Koalabär,the koala bear,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f428.svg,images/German Farm Animals Flashcards/1f428.svg
German Farm Animals Flashcards,der Krebs,the cancer,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f980.svg,images/German Farm Animals Flashcards/1f980.svg
German Farm Animals Flashcards,das Krokodil,the crocodile,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40a.svg,images/German Farm Animals Flashcards/1f40a.svg
German Farm Animals Flashcards,die Kuh,the cow,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42e.svg,images/German Farm Animals Flashcards/1f42e.svg
German Farm Animals Flashcards,der Käfer,the beetle,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1fab2.svg,images/German Farm Animals Flashcards/1fab2.svg
German Farm Animals Flashcards,das Känguru,the kangaroo,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f998.svg,images/German Farm Animals Flashcards/1f998.svg
German Farm Animals Flashcards,das Lama,the llama,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f999.svg,images/German Farm Animals Flashcards/1f999.svg
German Farm Animals Flashcards,der Leopard,the leopard,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f406.svg,images/German Farm Animals Flashcards/1f406.svg
German Farm Animals Flashcards,der Löwe,the lion,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f981.svg,images/German Farm Animals Flashcards/1f981.svg
German Farm Animals Flashcards,der Mammut,the mammoth,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a3.svg,images/German Farm Animals Flashcards/1f9a3.svg
German Farm Animals Flashcards,der Marienkäfer,the ladybug,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41e.svg,images/German Farm Animals Flashcards/1f41e.svg
German Farm Animals Flashcards,die Maus,the mouse,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f42d.svg,images/German Farm Animals Flashcards/1f42d.svg
German Farm Animals Flashcards,die Mikrobe,the microbe,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a0.svg,images/German Farm Animals Flashcards/1f9a0.svg
German Farm Animals Flashcards,der Moskito,the mosquito,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99f.svg,images/German Farm Animals Flashcards/1f99f.svg
German Farm Animals Flashcards,das Nashorn,the rhinoceros,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98f.svg,images/German Farm Animals Flashcards/1f98f.svg
German Farm Animals Flashcards,das Nilpferd,the hippopotamus,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99b.svg,images/German Farm Animals Flashcards/1f99b.svg
German Farm Animals Flashcards,der Ochse,the ox,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f402.svg,images/German Farm Animals Flashcards/1f402.svg
German Farm Animals Flashcards,der Orang-Utan,the orangutan,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a7.svg,images/German Farm Animals Flashcards/1f9a7.svg
German Farm Animals Flashcards,der Otter,the otter,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a6.svg,images/German Farm Animals Flashcards/1f9a6.svg
German Farm Animals Flashcards,der Pandabär,the panda bear,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f43c.svg,images/German Farm Animals Flashcards/1f43c.svg
German Farm Animals Flashcards,der Papagei,the parrot,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99c.svg,images/German Farm Animals Flashcards/1f99c.svg
German Farm Animals Flashcards,der Pfau,the peacock,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99a.svg,images/German Farm Animals Flashcards/1f99a.svg
German Farm Animals Flashcards,das Pferd,the horse,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f434.svg,images/German Farm Animals Flashcards/1f434.svg
German Farm Animals Flashcards,der Pinguin,the penguin,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f427.svg,images/German Farm Animals Flashcards/1f427.svg
German Farm Animals Flashcards,der Pudel,the poodle,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f429.svg,images/German Farm Animals Flashcards/1f429.svg
German Farm Animals Flashcards,die Ratte,the rat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f400.svg,images/German Farm Animals Flashcards/1f400.svg
German Farm Animals Flashcards,die Raupe,the caterpillar,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f41b.svg,images/German Farm Animals Flashcards/1f41b.svg
German Farm Animals Flashcards,das Schaf,the sheep,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40f.svg,images/German Farm Animals Flashcards/1f40f.svg
German Farm Animals Flashcards,die Schildkröte,the turtle,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f422.svg,images/German Farm Animals Flashcards/1f422.svg
German Farm Animals Flashcards,die Schlange,the snake,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40d.svg,images/German Farm Animals Flashcards/1f40d.svg
German Farm Animals Flashcards,der Schmetterling,the butterfly,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f98b.svg,images/German Farm Animals Flashcards/1f98b.svg
German Farm Animals Flashcards,die Schnecke,the snail,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f40c.svg,images/German Farm Animals Flashcards/1f40c.svg
German Farm Animals Flashcards,der Schwan,the swan,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a2.svg,images/German Farm Animals Flashcards/1f9a2.svg
German Farm Animals Flashcards,die schwarze Katze,the black cat,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f408-200d-2b1b.svg,images/German Farm Animals Flashcards/1f408-200d-2b1b.svg
German Farm Animals Flashcards,das Schwein,the pig,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f437.svg,images/German Farm Animals Flashcards/1f437.svg
German Farm Animals Flashcards,der Seehund,the seal,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9ad.svg,images/German Farm Animals Flashcards/1f9ad.svg
German Farm Animals Flashcards,der Skorpion,the scorpion,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f982.svg,images/German Farm Animals Flashcards/1f982.svg
German Farm Animals Flashcards,die Spinne,the spider,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f577.svg,images/German Farm Animals Flashcards/1f577.svg
German Farm Animals Flashcards,das Stinktier,the skunk,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f9a8.svg,images/German Farm Animals Flashcards/1f9a8.svg
German Farm Animals Flashcards,der Tiger,the tiger,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f405.svg,images/German Farm Animals Flashcards/1f405.svg
German Farm Animals Flashcards,der Tintenfisch,the squid,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f419.svg,images/German Farm Animals Flashcards/1f419.svg
German Farm Animals Flashcards,der Truthahn,the turkey,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f983.svg,images/German Farm Animals Flashcards/1f983.svg
German Farm Animals Flashcards,der Vogel,the bird,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f426.svg,images/German Farm Animals Flashcards/1f426.svg
German Farm Animals Flashcards,der Wal,the whale,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f433.svg,images/German Farm Animals Flashcards/1f433.svg
German Farm Animals Flashcards,der Waschbär,the raccoon,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f99d.svg,images/German Farm Animals Flashcards/1f99d.svg
German Farm Animals Flashcards,das Wildschwein,the wild boar,https://cdn.jsdelivr.net/gh/jdecked/twemoji@15.0.2/assets/svg/1f417.svg,images/German Farm Animals Flashcards/1f417.svg
